run_id,best_config,best_value,runtime
0,"{'N_estimators': 30.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 20.0, 'Min_impurity_decrease': 4.75, 'Max_depth': 1.0}",0.02112422895041788,9.022472381591797
1,"{'N_estimators': 50.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 9.0, 'Min_impurity_decrease': 6.0, 'Max_depth': 2.0}",0.02112422895041788,9.432297945022583
2,"{'N_estimators': 50.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 8.0, 'Min_impurity_decrease': 2.5, 'Max_depth': 5.0}",0.02112422895041788,8.724294900894165
3,"{'N_estimators': 110.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 11.0, 'Min_impurity_decrease': 0.75, 'Max_depth': 14.0}",0.02112422895041788,9.177204132080078
4,"{'N_estimators': 20.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 6.0, 'Min_impurity_decrease': 6.25, 'Max_depth': 20.0}",0.02112422895041788,9.201478958129883
5,"{'N_estimators': 30.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 3.0, 'Min_impurity_decrease': 2.75, 'Max_depth': 15.0}",0.02112422895041788,9.145756959915161
6,"{'N_estimators': 190.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 8.0, 'Min_impurity_decrease': 8.0, 'Max_depth': 13.0}",0.02112422895041788,9.218722343444824
7,"{'N_estimators': 50.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 14.0, 'Min_impurity_decrease': 10.0, 'Max_depth': 17.0}",0.02112422895041788,9.033660173416138
8,"{'N_estimators': 100.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 16.0, 'Min_impurity_decrease': 7.75, 'Max_depth': 10.0}",0.02112422895041788,8.568277835845947
9,"{'N_estimators': 30.0, 'criterion': 'absolute_error', 'Min_sample_leaves': 10.0, 'Min_impurity_decrease': 4.75, 'Max_depth': 17.0}",0.02112422895041788,9.118762493133545
