X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,F1-,F2-,F3-
0.5118216247002567,0.9504636963259353,0.14415961271963373,0.9486494471372439,0.31183145201048545,0.42332644897257565,0.8277025938204418,0.4091991363691613,0.5495936876730595,0.027559113243068367,0.7535131086748066,0.5381433132192782,0.5118216247002567,0.9504636963259353,17.939496828299625
0.32973171649909216,0.7884287034284043,0.303194829291645,0.4534978894806515,0.13404169724716475,0.40311298644712923,0.20345524067614962,0.2623133404418495,0.7503646726300526,0.2804087579860399,0.48519097443163506,0.9807371998012386,0.32973171649909216,0.7884287034284043,15.643838817565051
0.9616571936637868,0.7247899407735336,0.5412268555474342,0.2768912040453708,0.16065200877512686,0.9699254132161326,0.5160685855478787,0.11586561247077032,0.6234897555375004,0.776683114342298,0.6130033010530405,0.9172977047909027,0.9616571936637868,0.7247899407735336,18.476053025516638
0.03959287666420286,0.5285892632600216,0.4593358828854037,0.0623495791498756,0.641328169139375,0.8526328384806567,0.592941018104284,0.2600974477372232,0.8398815210314088,0.5094958815215094,0.510888884466533,0.7530302077021779,0.03959287666420286,0.5285892632600216,20.728250743900567
0.14792203578495655,0.819626719119277,0.6832869060032571,0.787096941554801,0.19161625902013524,0.80236416113453,0.19132392605720028,0.08155261736351271,0.8552269742870702,0.8612834961776684,0.8765370964165805,0.4719097193587902,0.14792203578495655,0.819626719119277,19.739969125039103
0.2740483886137183,0.007091828603166261,0.6457208955749478,0.719909383508693,0.8355692165002742,0.28187782736454214,0.2152181671629736,0.6393313800665879,0.8050548331450097,0.9636708728449709,0.15052483042117748,0.48221238819933654,0.2740483886137183,0.007091828603166261,21.06864879443195
0.8947158621961735,0.4227169069454373,0.5895020620840481,0.0244906774933632,0.6734598871529389,0.9190886196338225,0.8268253295567211,0.8855202667099468,0.6603553805205233,0.24555226724317758,0.7685169988962544,0.2116747426075105,0.8947158621961735,0.4227169069454373,19.922362387916323
0.8312748346644612,0.06271792257076825,0.8254878133935558,0.1645072664741013,0.37514699649664185,0.3167381665569643,0.6913370352777413,0.17857187817437192,0.39625616221698645,0.0058245951079809455,0.2624947127501015,0.42118881422895527,0.8312748346644612,0.06271792257076825,14.06133189402685
0.10592123670732445,0.6331599460365578,0.38042426988653233,0.7252939380762389,0.6538660110683944,0.4312267487774062,0.8673205056421992,0.632135117500167,0.8102743521062991,0.341794723940113,0.5436692896684556,0.1962968851147534,0.10592123670732445,0.6331599460365578,20.440743423205515
0.9961411901186279,0.24321546430632712,0.25686746722710274,0.07319007239096598,0.2578031189967366,0.7631285325440532,0.6978935706830813,0.12867321231716944,0.37623850142809423,0.4209213946174629,0.6649842463619607,0.45592896304374886,0.9961411901186279,0.24321546430632712,15.600004582428989
0.5865183268255314,0.8396846036089424,0.7264736103123705,0.36500726350855894,0.44839630934448427,0.3676995696900066,0.10973466400669674,0.2032415440873966,0.2838064889441311,0.3141338956023022,0.3130478588199377,0.576699716252952,0.5865183268255314,0.8396846036089424,14.149963635259613
0.9716899756197547,0.774664134923732,0.7911339481728052,0.75926850053958,0.5969877305237564,0.9176922571709127,0.689630155447081,0.500356430736871,0.07708380850053875,0.48844922708552385,0.21283099534033434,0.13269629754678725,0.9716899756197547,0.774664134923732,17.28677304651295
0.506064922529373,0.785085292596959,0.29500644280551946,0.7687717599091665,0.5256295231622541,0.14904802337071255,0.9649677439797357,0.4016362238885175,0.2952342556626958,0.8469983706337296,0.12446033251547983,0.7335904610737034,0.506064922529373,0.785085292596959,18.29320900168842
0.18782474256546833,0.39249177601258245,0.23189987846213844,0.8412279926923869,0.39007455193986174,0.9746928128822893,0.6252614844151068,0.6936228347029152,0.5215251221324175,0.30896819907559114,0.3955564210524287,0.9409341876619017,0.18782474256546833,0.39249177601258245,21.43741475283368
0.20120320072466447,0.9882189012202123,0.7583058620038184,0.35978692649261024,0.6415135895056033,0.38098153929308753,0.38149293263992,0.5038029501945296,0.016722821635377083,0.4935715599433962,0.971598413446888,0.28546522878557845,0.20120320072466447,0.9882189012202123,17.452191744382624
0.7482179590766121,0.44278889007049504,0.20928104261778546,0.9050025708181295,0.016827284680212995,0.3035089265995107,0.9990258823239375,0.2621467961899895,0.849044521859272,0.6056831486557043,0.8060357075271236,0.6303177554434782,0.7482179590766121,0.44278889007049504,19.753407509095535
